Dataset,Model,PC Dimension,F,p_raw,n_prompts_compared,n_total_obs,cohens_d_stereotype_vs_default,cohens_d_persona_vs_default,cohens_d_single_vs_default,cohens_d_direct_vs_default,p_corrected,reject_null
Sap et al. 2022,olmo32b,Ethnicity: black,24.49020754239313,7.109273120854614e-20,5,2293,-0.00935187335808456,0.01828254033923855,0.4474826313196413,-0.1321953298006831,2.0759077512895472e-17,True
Sap et al. 2022,olmo32b,Ethnicity: hisp,27.505377832085244,2.4620884678915144e-22,5,2305,-0.01963573061351383,0.04503937358444194,0.4894657323972755,-0.10730500267732623,7.263160980279967e-20,True
Sap et al. 2022,olmo32b,Ethnicity: middleEastern,24.104161243232205,1.5213792005440819e-19,5,2209,0.006389236659719955,0.05596623426427172,0.4922101783475309,-0.07633409366394629,4.427213473583278e-17,True
Sap et al. 2022,olmo32b,Ethnicity: other,22.4285180642195,3.589037422348179e-18,5,2175,0.05114054258316665,0.04399121294348403,0.46144261846898066,-0.12125160949081777,1.0408208524809718e-15,True
Sap et al. 2022,olmo32b,Ethnicity: white,24.941345280637158,3.1916503451980406e-20,5,2189,0.02766534163309595,0.05657701311506156,0.5046045322590959,-0.08322943092963757,9.351535511430259e-18,True
Sap et al. 2022,olmo32b,Gender: man,27.321664819812465,2.9134956508416167e-22,5,2708,0.017335634078116367,0.05371649538060307,0.4566926663944023,-0.11458531059547164,8.565677213474353e-20,True
Sap et al. 2022,olmo32b,Gender: nonBinary,29.416171221299926,5.463476351454398e-24,5,2769,0.022061559665913416,0.04133189389883081,0.4764032461315241,-0.09599966507960914,1.6335794290848648e-21,True
Sap et al. 2022,olmo32b,Gender: woman,27.900550122807132,9.930304954930268e-23,5,2667,-0.011597821916285136,0.04084245551708218,0.4523848517895792,-0.1253884217293733,2.9493005716142895e-20,True
Sap et al. 2022,qwen32b,Age: 1) Gen. X+,0.7215058089526902,0.5771573805749064,5,2705,-0.08164229133540202,-0.07331893605454289,-0.0866194817436728,-0.07022746689856388,1.0,False
Sap et al. 2022,qwen32b,Age: 2) Millennial,0.45530068143324554,0.7685901008926279,5,2740,-0.06175644287294059,-0.04163046238714776,-0.07634101601840926,-0.04098300139038922,1.0,False
Sap et al. 2022,qwen32b,Age: 3) Gen. Z,0.6415708723339602,0.6328555221926494,5,2685,-0.0677369379111825,-0.045152847597264394,-0.09051396947110535,-0.0668053542892481,1.0,False
Sap et al. 2022,qwen32b,Ethnicity: black,0.5164349378165883,0.7236743444257463,5,2295,-0.06173482671848896,-0.05726811094582379,-0.08402715975309707,-0.07730878305928963,1.0,False
Sap et al. 2022,qwen32b,Ethnicity: hisp,0.3382663202299839,0.8522775183681618,5,2315,-0.05024287769890566,0.004230729805746935,-0.039728911103473166,0.00935650133239196,1.0,False
Sap et al. 2022,qwen32b,Ethnicity: middleEastern,0.3012844866452295,0.8772161701361639,5,2210,-0.06035268130430554,-0.028328081847084678,-0.052835353284959655,-0.009120675703807446,1.0,False
Sap et al. 2022,qwen32b,Ethnicity: other,0.07742459971522778,0.9891715604619411,5,2180,-0.026071551356642297,-0.026730452384343246,-0.03213954768693273,-0.031509401729339415,1.0,False
Sap et al. 2022,qwen32b,Ethnicity: white,0.29764964296715984,0.87960798120756,5,2195,0.0023819769704474902,-0.007309931653639166,-0.06367445320244752,-0.021523403687886525,1.0,False
Sap et al. 2022,qwen32b,Gender: man,0.32220086902248396,0.8632436667798908,5,2710,-0.05839850969009586,-0.04705665840887689,-0.051749080469805815,-0.02267579894916761,1.0,False
Sap et al. 2022,qwen32b,Gender: nonBinary,0.20178897777521218,0.9374626911772725,5,2770,-0.034161148542623324,-0.02880049677218012,-0.05326862181554949,-0.02824766110911003,1.0,False
Sap et al. 2022,qwen32b,Gender: woman,0.642668206666446,0.632075901320778,5,2670,-0.08846494413579079,-0.020706048776741055,-0.05298187128100162,-0.013869650599627793,1.0,False
Sap et al. 2022,qwen7b,Age: 1) Gen. X+,3.8777681187636035,0.003815369921843369,5,2703,0.09343921482946184,0.22828741992682125,0.06967905979083061,0.08858194336267884,0.2903221913309972,False
Sap et al. 2022,qwen7b,Age: 2) Millennial,3.28605186998985,0.010715688393691546,5,2739,0.10245917742575333,0.21690272975001804,0.08690786741150837,0.09675263042112633,0.5036373545035027,False
Sap et al. 2022,qwen7b,Age: 3) Gen. Z,3.3803839217508322,0.009103770854158606,5,2684,0.0862205432922671,0.21253081128384219,0.058507920472328626,0.07669387167925572,0.4824998552704061,False
Sap et al. 2022,qwen7b,Ethnicity: black,4.054060055979947,0.002804190791064598,5,2293,0.16133793813263414,0.2580800349193477,0.12810084175092448,0.08985164745000299,0.24116040803155545,False
Sap et al. 2022,qwen7b,Ethnicity: hisp,3.5254505301288894,0.007090469663503408,5,2314,0.13387677762111438,0.24835412910973367,0.11021190197348904,0.12379961292152047,0.42040461440216026,False
Sap et al. 2022,qwen7b,Ethnicity: middleEastern,2.908707442317258,0.020504322550605275,5,2208,0.09523516015362361,0.21959804935976449,0.07817042879518175,0.09563695061597073,0.6766426441699741,False
Sap et al. 2022,qwen7b,Ethnicity: other,2.880397257980168,0.02151619065603755,5,2180,0.12000061195864825,0.21272550367804738,0.066943360328513,0.05917105582652057,0.6766426441699741,False
Sap et al. 2022,qwen7b,Ethnicity: white,3.463784706160189,0.007899920409289742,5,2194,0.0846628687663485,0.21709928452111374,0.04226021789773882,0.017775289431248183,0.4502954633295153,False
Sap et al. 2022,qwen7b,Gender: man,3.736517462025959,0.004890656203341248,5,2709,0.11164441064524427,0.2300001613098132,0.08437344324004926,0.09650797962133549,0.3472365904372286,False
Sap et al. 2022,qwen7b,Gender: nonBinary,3.4793946405374028,0.007662313075848922,5,2769,0.10521899180861989,0.21444701822132597,0.07056685745049268,0.07540944367868936,0.4444141583992375,False
Sap et al. 2022,qwen7b,Gender: woman,2.991416445647503,0.017777520175485877,5,2669,0.10568418509461376,0.201189841972881,0.06383001959110783,0.0682954380333054,0.6577682464929775,False
