Dataset,Model,PC Dimension,F,p_raw,n_prompts_compared,n_total_obs,cohens_d_stereotype_vs_default,cohens_d_persona_vs_default,cohens_d_single_vs_default,cohens_d_direct_vs_default,p_corrected,reject_null
Sap et al. 2022,olmo32b,Ethnicity: hisp,11.031289836794361,8.877086345764022e-09,5,1131,-0.053264679425868905,0.02099265478674809,0.44191233826593085,-0.07978781138600986,2.458952917776634e-06,True
Sap et al. 2022,olmo32b,Ethnicity: middleEastern,12.182601240661715,1.051495069397464e-09,5,1164,-0.01875514708901955,0.02369078935877684,0.44640607389280784,-0.12598399955082148,2.975731046394823e-07,True
Sap et al. 2022,olmo32b,Ethnicity: other,10.495801609579214,2.376200171161289e-08,5,1135,0.033812701995471074,0.04743173281454287,0.458810111450697,-0.07535868954556026,6.463264465558706e-06,True
Sap et al. 2022,olmo32b,Ethnicity: white,9.308139187587368,2.1113447712032566e-07,5,1136,0.04123675264962621,0.0164064267133436,0.40544451276052584,-0.1325187921374137,5.4261560619923695e-05,True
Sap et al. 2022,olmo32b,Gender: man,13.299622683392117,1.2262474274953363e-10,5,1397,0.006120607480437877,0.03459383912551839,0.4451890793593246,-0.09240517420707905,3.617429911111242e-08,True
Sap et al. 2022,olmo32b,Gender: nonBinary,14.92184886332919,6.186164422591082e-12,5,1339,0.02547336945451248,0.04689922409314651,0.4908628359696084,-0.0968177063439288,1.8558493267773247e-09,True
Sap et al. 2022,olmo32b,Gender: woman,14.371069489878217,1.6866199642399568e-11,5,1383,0.025609305548866847,0.04049838053468232,0.47944700054315864,-0.08586781640581427,5.042993693077471e-09,True
Sap et al. 2022,qwen32b,Age: 1) Gen. X+,0.9321610596863036,0.4443073189955682,5,1398,-0.1605969879570645,-0.042992628453297856,-0.10725740692156119,-0.08342166161195722,1.0,False
Sap et al. 2022,qwen32b,Age: 2) Millennial,0.4308900459592029,0.7864018436428912,5,1368,-0.11060715168516909,-0.02708511042691336,-0.05973083741349368,-0.034967829396356585,1.0,False
Sap et al. 2022,qwen32b,Age: 3) Gen. Z,0.3374256231757349,0.8528339170418662,5,1394,-0.09589475763961644,-0.04175418571081334,-0.049301944372632696,-0.07065619045845772,1.0,False
Sap et al. 2022,qwen32b,Ethnicity: black,0.34979721717211704,0.8442715246678834,5,1136,-0.11019650530416865,-0.027112487372521785,-0.049404491060277854,-0.06548081422864564,1.0,False
Sap et al. 2022,qwen32b,Ethnicity: hisp,0.6528340068570728,0.6249416394458083,5,1131,-0.13938674152737746,-0.07811696954764114,-0.014134537844909863,-0.0279695514511087,1.0,False
Sap et al. 2022,qwen32b,Ethnicity: middleEastern,1.0766895013507718,0.36661390896236007,5,1165,-0.1692844853934627,-0.14376186513205494,-0.13480822982911292,-0.1141024516525013,1.0,False
Sap et al. 2022,qwen32b,Ethnicity: other,0.5805842234091958,0.6767654141472647,5,1137,-0.09922763431960777,0.026891584701070264,-0.07502455434788957,-0.04590901482564172,1.0,False
Sap et al. 2022,qwen32b,Ethnicity: white,0.5559071866403742,0.694745893722671,5,1139,-0.07699541219207474,0.003810232167367444,-0.07937119541476687,-0.10645589060822132,1.0,False
Sap et al. 2022,qwen32b,Gender: man,0.7867069886450782,0.5337724570855087,5,1400,-0.15229809189510757,-0.03589633402995271,-0.0880698107493927,-0.06301379728990793,1.0,False
Sap et al. 2022,qwen32b,Gender: nonBinary,0.46764834885438356,0.7595281699898899,5,1339,-0.1140579536836834,-0.012559994142920696,-0.05065462626625323,-0.02559984529179077,1.0,False
Sap et al. 2022,qwen32b,Gender: woman,0.3699784690955685,0.8301442376044325,5,1384,-0.10237375643927245,-0.02182660534363395,-0.052663112430115365,-0.04200797695498224,1.0,False
Sap et al. 2022,qwen7b,Age: 1) Gen. X+,1.2070582201851872,0.3059085800673805,5,1398,0.08542680646181673,0.15649079978768565,0.06137949503703159,0.015786060942605262,1.0,False
Sap et al. 2022,qwen7b,Age: 2) Millennial,1.5756456133438383,0.17833197307079265,5,1368,0.09776747203697679,0.189118305749343,0.08941434279800928,0.03541919171014493,1.0,False
Sap et al. 2022,qwen7b,Age: 3) Gen. Z,1.8963825998481851,0.10864753285910636,5,1394,0.1488217025674013,0.19930375905084008,0.10112895407040301,0.050778337430793,1.0,False
Sap et al. 2022,qwen7b,Ethnicity: black,0.7707225706287526,0.5442942004606307,5,1136,0.06238767814377093,0.13747607913469276,0.06824985725166309,0.008958771630878076,1.0,False
Sap et al. 2022,qwen7b,Ethnicity: hisp,0.9902159201635505,0.4117987666341638,5,1131,0.06015565407154855,0.1611954133174662,0.09916898292812099,0.023328263113869496,1.0,False
Sap et al. 2022,qwen7b,Ethnicity: middleEastern,1.1829068143290695,0.3165761523822778,5,1165,0.07493495609304893,0.14752513561688044,0.020966710314141376,-0.016873267873849553,1.0,False
Sap et al. 2022,qwen7b,Ethnicity: other,2.422950740011364,0.046579462192763744,5,1137,0.15983857884260885,0.23788915287949813,0.08276428307875613,0.025907937609196557,1.0,False
Sap et al. 2022,qwen7b,Ethnicity: white,1.3819286186850823,0.2380518096004971,5,1139,0.09825032572573755,0.19864331745433925,0.10640416014507961,0.0513802542752668,1.0,False
Sap et al. 2022,qwen7b,Gender: man,1.3717444754861319,0.24148088874131834,5,1400,0.11120432264119388,0.18801886922375366,0.09824883072449092,0.0808312065283545,1.0,False
Sap et al. 2022,qwen7b,Gender: nonBinary,1.795676208683536,0.1272321763929878,5,1339,0.09182161557353764,0.21400961388863962,0.11303940431499848,0.06924148548833786,1.0,False
Sap et al. 2022,qwen7b,Gender: woman,2.147142415788053,0.07284854996241494,5,1384,0.11561946600092571,0.20956092720652686,0.08103432135390454,0.021130390701613603,1.0,False
